Team,#.x,GP,MPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,TOV,PF,ORB,DRB,RPG,APG,SPG,BPG,PPG,#.y,TS%,eFG%,Total S%,ORB%,DRB%,TRB%,AST%,TOV%,STL%,BLK%,PPS,FIC40,ORtg,DRtg,eDiff,Poss,Pace,#,Dbl Dbl,Tpl Dbl,40 Pts,20 Reb,20 Ast,5 Stl,5 Blk,High Game,MOV,Techs,HOB,Ast/TO,Stl/TO,FT/FGA,W's,L's,Win %,Season,Leage,ln1divwmin1
Georgia Southern,136.00,33.00,40.20,26.00,60.40,0.43,8.10,23.80,0.34,15.80,23.80,0.67,11.30,19.20,11.70,25.00,36.70,10.10,6.90,3.60,75.90,91.00,0.53,0.50,143.50,30.70,69.90,49.70,38.90,13.60,9.60,10.40,1.30,51.60,106.30,98.20,8.00,2356.40,71.10,225.00,9.00,0.00,0.00,0.00,0.00,0.00,0.00,120.00,5.70,0.00,1.39,0.90,0.60,0.26,21.00,12.00,0.64,2018.00,Great West Conference,-0.56
Georgia Southwestern State,464.00,1.00,40.00,24.00,52.00,0.46,11.00,22.00,0.50,4.00,10.00,0.40,11.00,20.00,8.00,20.00,28.00,10.00,6.00,2.00,63.00,367.00,0.56,0.57,136.20,26.70,46.50,38.40,41.70,16.20,9.60,5.10,1.20,40.20,103.00,117.70,-14.70,61.10,61.10,561.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,63.00,-9.00,0.00,1.42,0.90,0.50,0.08,0.00,1.00,0.00,2018.00,Great West Conference,6.91
Georgia State,182.00,35.00,40.40,26.80,58.10,0.46,9.20,24.00,0.39,11.90,17.60,0.68,11.30,18.30,8.80,24.20,33.00,13.00,7.30,4.60,74.70,60.00,0.56,0.54,152.40,26.70,68.10,48.10,48.60,14.50,10.60,15.10,1.30,55.40,108.40,97.70,10.70,2411.20,68.20,112.00,15.00,2.00,0.00,0.00,0.00,3.00,0.00,106.00,7.40,0.00,1.49,1.20,0.60,0.21,24.00,11.00,0.69,2018.00,Great West Conference,-0.78
Georgia Tech,422.00,32.00,40.20,23.50,55.30,0.43,4.90,15.30,0.32,13.70,19.20,0.71,12.80,16.70,10.10,23.10,33.20,12.80,6.90,5.30,65.70,262.00,0.51,0.47,145.60,30.50,70.30,50.40,54.30,16.60,10.30,14.30,1.20,48.10,97.70,100.90,-3.20,2151.40,67.00,151.00,13.00,2.00,0.00,0.00,0.00,1.00,5.00,81.00,-2.20,0.00,1.54,1.00,0.50,0.25,13.00,19.00,0.41,2018.00,Great West Conference,0.38
Georgian Court,553.00,1.00,40.00,15.00,42.00,0.36,8.00,20.00,0.40,17.00,21.00,0.81,20.00,19.00,11.00,27.00,38.00,11.00,3.00,1.00,55.00,402.00,0.53,0.45,156.70,39.30,61.40,52.80,73.30,27.80,4.90,3.00,1.30,32.40,90.20,111.60,-21.30,61.00,61.00,376.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,55.00,-13.00,0.00,1.73,0.60,0.10,0.41,0.00,1.00,0.00,2018.00,Great West Conference,6.91
Goldey-Beacom,392.00,1.00,40.00,19.00,51.00,0.37,6.00,18.00,0.33,23.00,39.00,0.59,17.00,27.00,9.00,19.00,28.00,12.00,13.00,1.00,67.00,391.00,0.48,0.43,129.60,24.30,59.40,40.60,63.20,19.60,16.40,2.90,1.30,32.90,85.50,104.60,-19.10,78.40,78.40,421.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,67.00,-15.00,0.00,1.63,0.70,0.80,0.45,0.00,1.00,0.00,2018.00,Great West Conference,6.91
Gonzaga,19.00,37.00,40.50,30.40,61.10,0.50,8.90,24.10,0.37,13.90,19.60,0.71,11.40,17.10,10.50,27.70,38.20,15.20,6.30,3.60,83.50,4.00,0.59,0.57,157.30,32.50,78.10,56.40,50.10,13.90,8.80,9.60,1.40,66.00,116.90,94.80,22.20,2643.00,70.50,49.00,21.00,0.00,0.00,0.00,0.00,2.00,0.00,106.00,15.80,0.00,1.50,1.30,0.60,0.23,32.00,5.00,0.87,2018.00,Great West Conference,-1.86
Gordon,465.00,1.00,40.00,23.00,59.00,0.39,5.00,20.00,0.25,12.00,17.00,0.71,15.00,16.00,9.00,29.00,38.00,9.00,3.00,8.00,63.00,409.00,0.47,0.43,134.60,22.00,67.40,45.20,39.10,18.30,4.10,20.00,1.10,40.10,86.50,109.80,-23.30,72.80,72.80,360.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,63.00,-17.00,0.00,1.39,0.60,0.20,0.20,0.00,1.00,0.00,2018.00,Great West Conference,6.91
Goucher,636.00,1.00,40.00,18.00,64.00,0.28,4.00,24.00,0.17,5.00,8.00,0.63,20.00,13.00,10.00,23.00,33.00,8.00,9.00,3.00,45.00,631.00,0.33,0.31,107.30,20.80,62.20,38.80,44.40,22.80,11.50,7.70,0.70,14.80,57.60,124.20,-66.60,78.10,78.10,418.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,45.00,-52.00,0.00,1.44,0.40,0.50,0.08,0.00,1.00,0.00,2018.00,Great West Conference,6.91
Grambling State,244.00,31.00,40.30,25.10,59.70,0.42,5.00,15.20,0.33,17.60,24.80,0.71,15.40,21.70,11.50,25.60,37.10,11.00,7.70,3.60,72.70,256.00,0.51,0.46,145.90,31.10,69.80,50.40,44.00,17.70,10.30,9.70,1.20,45.10,97.00,99.90,-2.80,2324.40,74.40,119.00,14.00,0.00,0.00,0.00,0.00,3.00,1.00,111.00,-2.10,0.00,1.44,0.70,0.50,0.30,17.00,14.00,0.55,2018.00,Great West Conference,-0.20
Grand Canyon,203.00,34.00,40.30,25.10,58.60,0.43,7.40,22.90,0.32,16.20,23.10,0.70,13.20,20.10,11.40,26.00,37.50,15.90,6.20,3.90,73.90,42.00,0.53,0.49,145.30,31.20,72.40,51.60,63.20,16.00,8.70,10.10,1.30,54.60,103.50,91.20,12.30,2427.30,70.90,238.00,9.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,8.80,0.00,1.63,1.20,0.50,0.28,22.00,12.00,0.65,2018.00,Great West Conference,-0.61
Green Bay,121.00,33.00,40.30,26.00,61.40,0.42,8.90,24.60,0.36,15.30,20.30,0.75,13.70,19.20,9.50,26.80,36.20,13.90,6.80,3.00,76.30,201.00,0.54,0.50,153.90,25.50,71.30,48.60,53.40,16.20,9.10,7.80,1.20,52.20,101.40,100.60,0.70,2483.00,74.70,171.00,12.00,0.00,0.00,0.00,0.00,1.00,0.00,108.00,0.50,0.00,1.53,1.00,0.50,0.25,13.00,20.00,0.39,2018.00,Great West Conference,0.43
Greensboro College,317.00,2.00,40.00,24.00,69.50,0.35,6.00,28.50,0.21,16.00,25.50,0.63,17.00,27.00,11.00,23.50,34.50,7.00,10.00,2.50,70.00,472.00,0.43,0.39,118.30,22.00,57.30,37.90,29.20,17.20,11.30,4.50,1.00,25.90,79.70,116.70,-37.00,175.70,87.90,587.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,80.00,-32.50,0.00,1.29,0.40,0.60,0.23,0.00,2.00,0.00,2018.00,Great West Conference,6.91
Hampton,66.00,34.00,40.30,28.50,63.90,0.45,5.80,18.40,0.32,16.60,21.40,0.78,12.90,19.70,10.90,28.70,39.60,15.20,5.40,3.60,79.50,142.00,0.54,0.49,153.90,29.70,71.60,51.60,53.40,14.80,7.10,8.90,1.20,57.00,104.40,100.60,3.90,2587.90,75.60,110.00,15.00,0.00,0.00,0.00,0.00,1.00,1.00,117.00,2.90,0.00,1.53,1.20,0.40,0.26,18.00,16.00,0.53,2018.00,Great West Conference,-0.12
Hannibal LaGrange College,508.00,1.00,40.00,25.00,58.00,0.43,4.00,18.00,0.22,5.00,12.00,0.42,18.00,19.00,9.00,24.00,33.00,13.00,5.00,6.00,59.00,451.00,0.46,0.47,107.00,25.00,70.60,47.10,52.00,22.00,6.90,13.60,1.00,34.50,81.00,114.00,-33.00,72.80,72.80,456.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,59.00,-24.00,0.00,1.52,0.70,0.30,0.09,0.00,1.00,0.00,2018.00,Great West Conference,6.91
Hardin-Simmons,549.00,1.00,40.00,16.00,56.00,0.29,9.00,36.00,0.25,15.00,22.00,0.68,22.00,20.00,6.00,26.00,32.00,10.00,12.00,6.00,56.00,395.00,0.42,0.37,121.80,14.00,61.90,37.60,62.50,24.90,14.60,15.00,1.00,27.20,68.10,87.60,-19.50,82.20,82.20,361.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,56.00,-16.00,0.00,1.63,0.50,0.50,0.27,0.00,1.00,0.00,2018.00,Great West Conference,6.91
Harris-Stowe State,540.00,1.00,40.00,21.00,52.00,0.40,7.00,22.00,0.32,7.00,9.00,0.78,21.00,18.00,6.00,21.00,27.00,8.00,6.00,4.00,56.00,491.00,0.50,0.47,150.00,18.80,63.60,41.50,38.10,27.20,8.20,11.10,1.10,23.40,77.70,117.90,-40.20,72.10,72.10,459.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,56.00,-29.00,0.00,1.38,0.40,0.30,0.14,0.00,1.00,0.00,2018.00,Great West Conference,6.91
Hartford,307.00,33.00,40.20,25.30,55.80,0.45,8.20,23.70,0.35,11.70,17.20,0.68,12.20,18.20,7.90,24.40,32.30,13.10,6.10,3.70,70.50,208.00,0.55,0.53,147.70,24.70,73.20,49.40,51.90,16.00,8.80,11.20,1.30,49.80,102.70,102.40,0.40,2264.40,68.30,218.00,9.00,0.00,0.00,0.00,0.00,1.00,2.00,97.00,0.20,0.00,1.52,1.10,0.50,0.21,19.00,14.00,0.58,2018.00,Great West Conference,-0.31
Hartwick,436.00,1.00,40.00,25.00,59.00,0.42,10.00,25.00,0.40,5.00,8.00,0.63,21.00,14.00,6.00,29.00,35.00,9.00,5.00,2.00,65.00,495.00,0.52,0.51,144.90,16.70,70.70,45.50,36.00,25.10,6.20,4.90,1.10,33.50,82.40,122.90,-40.60,78.90,78.90,445.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,65.00,-32.00,0.00,1.36,0.40,0.20,0.09,0.00,1.00,0.00,2018.00,Great West Conference,6.91
Harvard,365.00,32.00,40.80,23.90,55.50,0.43,8.00,22.80,0.35,12.40,16.00,0.78,14.00,18.00,8.40,25.30,33.70,12.70,5.40,3.70,68.20,169.00,0.54,0.50,155.80,26.00,77.80,51.90,53.10,18.10,7.90,11.40,1.20,45.90,99.70,97.30,2.40,2187.50,67.10,142.00,13.00,0.00,0.00,0.00,0.00,0.00,1.00,98.00,1.70,0.00,1.53,0.90,0.40,0.22,18.00,14.00,0.56,2018.00,Great West Conference,-0.25
Haskell,501.00,1.00,40.00,22.00,70.00,0.31,11.00,35.00,0.31,4.00,7.00,0.57,28.00,23.00,10.00,32.00,42.00,8.00,2.00,3.00,59.00,584.00,0.40,0.39,120.00,20.00,78.00,46.20,36.40,27.60,2.20,5.60,0.80,11.40,64.50,120.20,-55.70,91.50,91.50,612.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,59.00,-51.00,0.00,1.36,0.30,0.10,0.06,0.00,1.00,0.00,2018.00,Great West Conference,6.91
Hawaii,312.00,30.00,40.50,24.00,54.30,0.44,6.70,20.40,0.33,15.30,22.30,0.69,13.40,19.50,8.30,23.30,31.60,14.30,5.60,2.00,70.10,182.00,0.54,0.51,145.90,26.00,75.90,50.40,59.40,17.10,8.00,5.70,1.30,45.00,99.90,98.30,1.60,2106.10,69.30,290.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,87.00,1.10,0.00,1.59,1.10,0.40,0.28,17.00,13.00,0.57,2018.00,Great West Conference,-0.27
Hawaii Hilo,454.00,1.00,40.00,22.00,54.00,0.41,9.00,23.00,0.39,11.00,17.00,0.65,15.00,14.00,7.00,22.00,29.00,13.00,2.00,4.00,64.00,423.00,0.52,0.49,144.60,20.00,62.90,41.40,59.10,19.50,3.00,10.80,1.20,37.60,93.00,119.20,-26.20,68.80,68.80,490.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,64.00,-18.00,0.00,1.59,0.90,0.10,0.20,0.00,1.00,0.00,2018.00,Great West Conference,6.91
Henderson State,127.00,1.00,40.00,26.00,58.00,0.45,7.00,19.00,0.37,17.00,18.00,0.94,18.00,20.00,10.00,18.00,28.00,12.00,9.00,2.00,76.00,390.00,0.57,0.51,176.10,31.20,56.20,43.80,46.20,21.30,12.40,4.70,1.30,44.20,103.30,122.30,-19.00,73.60,73.60,489.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,76.00,-14.00,0.00,1.46,0.70,0.50,0.29,0.00,1.00,0.00,2018.00,Great West Conference,6.91
High Point,296.00,30.00,40.20,25.80,56.30,0.46,5.40,15.20,0.36,13.80,19.60,0.70,12.50,18.20,10.40,23.60,34.00,11.80,7.40,2.70,70.90,109.00,0.54,0.51,151.80,31.80,72.10,52.00,45.50,16.00,10.90,8.50,1.30,49.50,104.70,98.20,6.60,2030.50,67.40,328.00,4.00,0.00,0.00,0.00,0.00,2.00,0.00,110.00,4.40,0.00,1.46,0.90,0.60,0.24,14.00,16.00,0.47,2018.00,Great West Conference,0.13
Hiwassee,591.00,4.00,40.00,20.50,57.80,0.36,6.00,20.20,0.30,4.00,10.20,0.39,20.00,20.80,9.20,24.20,33.50,8.80,4.50,2.80,51.00,565.00,0.41,0.41,104.20,22.70,63.80,42.50,42.70,24.20,6.10,7.10,0.90,16.90,69.50,120.60,-51.10,293.60,73.40,643.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,57.00,-37.50,0.00,1.43,0.40,0.20,0.07,0.00,4.00,0.00,2018.00,Great West Conference,6.91
Hofstra,67.00,31.00,40.20,28.00,60.30,0.47,8.40,22.40,0.38,15.10,22.10,0.68,10.80,18.60,10.20,24.00,34.30,13.30,5.00,2.70,79.50,158.00,0.56,0.53,152.20,30.50,73.50,51.70,47.60,13.20,7.10,7.00,1.30,55.00,111.60,108.60,3.00,2207.10,70.90,95.00,16.00,0.00,0.00,3.00,0.00,0.00,0.00,107.00,2.20,0.00,1.48,1.20,0.50,0.25,19.00,12.00,0.61,2018.00,Great West Conference,-0.46
Holy Cross,458.00,31.00,40.30,23.40,50.60,0.46,6.50,20.10,0.33,10.40,15.00,0.69,12.30,17.30,5.20,21.80,27.00,13.50,6.20,3.40,63.60,294.00,0.55,0.53,147.80,18.00,68.00,44.40,57.70,17.50,9.60,11.50,1.30,43.50,98.40,104.70,-6.30,2004.70,64.10,297.00,6.00,0.00,0.00,0.00,0.00,1.00,3.00,85.00,-4.10,0.00,1.58,1.10,0.50,0.21,12.00,19.00,0.39,2018.00,Great West Conference,0.46
Holy Names,560.00,2.00,40.00,19.50,58.00,0.34,6.50,23.00,0.28,9.00,13.00,0.69,16.00,16.50,11.50,18.00,29.50,8.50,9.00,3.00,54.50,492.00,0.43,0.39,131.10,28.00,57.10,40.70,43.60,20.00,12.80,8.20,0.90,27.40,78.60,118.90,-40.40,138.80,69.40,648.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,62.00,-28.00,0.00,1.44,0.50,0.60,0.16,0.00,2.00,0.00,2018.00,Great West Conference,6.91
Houston,112.00,35.00,40.00,27.20,59.00,0.46,8.50,21.90,0.39,13.80,19.30,0.72,11.90,21.10,11.00,26.40,37.40,14.40,6.20,3.00,76.70,10.00,0.56,0.53,156.60,33.50,74.90,54.90,53.00,14.90,9.10,9.00,1.30,57.30,111.30,94.20,17.20,2411.50,68.90,182.00,11.00,0.00,0.00,0.00,0.00,2.00,0.00,109.00,11.80,0.00,1.53,1.20,0.50,0.23,27.00,8.00,0.77,2018.00,Great West Conference,-1.22
Houston Baptist,110.00,31.00,40.30,27.70,66.40,0.42,7.10,21.80,0.32,14.30,22.90,0.62,14.10,19.50,14.50,23.60,38.10,13.90,6.60,2.90,76.80,334.00,0.50,0.47,136.50,35.20,70.40,50.90,50.20,15.50,8.70,7.40,1.20,49.90,100.20,110.10,-9.90,2377.30,76.10,86.00,17.00,2.00,0.00,0.00,0.00,4.00,1.00,109.00,-7.60,0.00,1.50,1.00,0.50,0.22,6.00,25.00,0.19,2018.00,Great West Conference,1.42
Howard,195.00,33.00,40.70,25.70,60.50,0.42,8.10,23.40,0.35,14.80,20.80,0.71,13.40,20.50,10.70,23.10,33.80,12.30,5.40,2.80,74.20,321.00,0.53,0.49,147.90,29.00,65.00,46.80,47.90,16.00,7.40,7.30,1.20,45.00,101.40,109.90,-8.50,2414.50,71.80,300.00,6.00,0.00,1.00,0.00,0.00,0.00,1.00,93.00,-6.20,0.00,1.48,0.90,0.40,0.24,10.00,23.00,0.30,2018.00,Great West Conference,0.83
Howard Payne,484.00,3.00,40.00,18.70,50.00,0.37,7.00,22.00,0.32,16.30,22.30,0.73,30.00,25.00,7.70,18.70,26.30,11.30,5.70,0.70,60.70,621.00,0.50,0.44,142.30,21.90,53.80,37.80,60.70,33.10,6.70,1.40,1.20,11.60,72.70,136.60,-63.90,250.40,83.50,655.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,64.00,-53.30,0.00,1.61,0.40,0.20,0.33,0.00,3.00,0.00,2018.00,Great West Conference,6.91
Idaho,165.00,31.00,40.20,26.40,56.40,0.47,8.90,21.90,0.41,13.40,18.20,0.74,13.30,17.80,9.40,26.00,35.40,14.80,4.30,2.60,75.20,75.00,0.58,0.55,161.10,30.80,76.70,55.00,56.00,17.00,6.30,7.80,1.30,54.20,109.10,99.90,9.20,2135.20,68.60,97.00,16.00,0.00,0.00,0.00,0.00,0.00,0.00,101.00,6.30,0.00,1.56,1.10,0.30,0.24,22.00,9.00,0.71,2018.00,Great West Conference,-0.90
Idaho State,209.00,30.00,40.00,25.90,54.60,0.48,8.40,21.20,0.40,13.40,19.80,0.68,13.60,17.50,6.50,24.60,31.10,11.80,5.60,2.40,73.70,226.00,0.58,0.55,154.90,20.90,73.30,48.10,45.50,17.50,7.90,6.10,1.30,47.70,103.40,104.40,-1.00,2138.40,71.30,259.00,8.00,0.00,0.00,0.00,0.00,3.00,1.00,101.00,-0.70,0.00,1.46,0.90,0.40,0.25,14.00,16.00,0.47,2018.00,Great West Conference,0.13
Illinois,141.00,32.00,40.50,26.80,60.90,0.44,7.40,22.00,0.34,14.90,20.40,0.73,13.30,22.50,11.60,20.30,31.80,13.80,7.50,2.20,75.80,162.00,0.54,0.50,150.60,33.00,69.90,49.70,51.60,15.90,10.40,6.30,1.20,47.60,104.80,102.10,2.80,2314.10,71.50,276.00,7.00,0.00,0.00,0.00,0.00,1.00,0.00,102.00,2.00,0.00,1.52,1.00,0.60,0.25,14.00,18.00,0.44,2018.00,Great West Conference,0.25
Illinois-Chicago,161.00,36.00,40.10,26.40,58.80,0.45,6.70,19.40,0.35,15.70,21.30,0.74,15.10,19.10,9.60,27.20,36.90,12.50,6.80,6.70,75.20,135.00,0.55,0.51,153.20,28.50,71.60,51.30,47.40,18.00,9.10,16.10,1.30,54.40,100.80,96.70,4.10,2685.90,74.30,124.00,14.00,0.00,0.00,0.00,0.00,1.00,7.00,100.00,3.10,0.00,1.47,0.80,0.40,0.27,20.00,16.00,0.56,2018.00,Great West Conference,-0.23
Illinois-Springfield,451.00,1.00,40.00,23.00,59.00,0.39,8.00,24.00,0.33,10.00,13.00,0.77,12.00,24.00,8.00,29.00,37.00,8.00,7.00,4.00,64.00,310.00,0.49,0.46,149.20,21.10,76.30,48.70,34.80,15.50,10.10,12.50,1.10,39.60,92.40,99.60,-7.20,69.30,69.30,368.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,64.00,-5.00,0.00,1.35,0.70,0.60,0.17,0.00,1.00,0.00,2018.00,Great West Conference,6.91
Illinois State,281.00,33.00,40.90,24.60,58.10,0.42,9.10,26.80,0.34,13.20,19.40,0.68,13.30,20.50,9.10,25.40,34.50,14.20,6.50,4.00,71.60,247.00,0.53,0.50,144.70,25.40,69.60,47.70,57.60,16.50,9.20,11.20,1.20,49.00,100.30,102.60,-2.30,2356.30,69.80,116.00,15.00,0.00,0.00,0.00,0.00,0.00,1.00,101.00,-1.60,0.00,1.58,1.10,0.50,0.23,18.00,15.00,0.55,2018.00,Great West Conference,-0.18
Incarnate Word,301.00,28.00,40.00,24.00,55.90,0.43,5.90,17.60,0.34,16.80,22.50,0.75,15.80,18.60,9.40,23.80,33.20,11.10,6.00,5.10,70.60,325.00,0.53,0.48,151.00,27.90,66.60,47.80,46.30,19.20,8.20,12.30,1.30,44.70,96.40,105.40,-9.00,2052.60,73.30,315.00,5.00,0.00,0.00,0.00,0.00,1.00,1.00,93.00,-6.60,0.00,1.46,0.70,0.40,0.30,7.00,21.00,0.25,2018.00,Great West Conference,1.09
Indiana,271.00,31.00,40.50,26.00,57.00,0.46,6.30,19.40,0.32,13.60,20.80,0.66,12.40,18.10,10.60,24.10,34.70,14.00,6.40,4.30,71.90,172.00,0.54,0.51,143.50,31.20,72.00,51.50,54.00,15.60,9.30,12.10,1.30,52.70,104.20,101.90,2.40,2138.40,68.20,214.00,9.00,1.00,0.00,0.00,0.00,1.00,1.00,87.00,1.60,0.00,1.54,1.10,0.50,0.24,16.00,15.00,0.52,2018.00,Great West Conference,-0.07
Indiana-Kokomo,337.00,2.00,40.00,25.50,65.00,0.39,9.50,28.50,0.33,9.00,13.50,0.67,19.00,16.00,9.50,25.00,34.50,13.00,7.00,2.00,69.50,432.00,0.49,0.47,139.20,22.60,69.40,44.20,51.00,21.00,8.40,3.90,1.10,38.90,84.50,113.10,-28.60,164.50,82.20,469.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,76.00,-23.50,0.00,1.51,0.70,0.40,0.14,0.00,2.00,0.00,2018.00,Great West Conference,6.91
Indiana State,250.00,31.00,41.10,24.60,58.20,0.42,8.70,24.10,0.36,14.60,20.80,0.71,14.40,19.80,9.70,25.50,35.30,11.60,7.50,3.40,72.50,216.00,0.53,0.50,148.90,26.90,76.60,50.80,47.20,17.40,10.40,9.70,1.20,46.90,99.90,100.10,-0.20,2250.60,70.60,246.00,8.00,0.00,0.00,0.00,0.00,4.00,1.00,94.00,-0.20,0.00,1.47,0.80,0.50,0.25,13.00,18.00,0.42,2018.00,Great West Conference,0.32
Indianapolis,173.00,1.00,40.00,26.00,56.00,0.46,8.00,22.00,0.36,15.00,17.00,0.88,12.00,27.00,6.00,26.00,32.00,15.00,3.00,1.00,75.00,288.00,0.59,0.54,171.00,19.40,66.70,45.70,57.70,15.80,4.30,3.20,1.30,45.60,107.30,113.10,-5.70,69.90,69.90,488.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,75.00,-4.00,0.00,1.58,1.20,0.20,0.27,0.00,1.00,0.00,2018.00,Great West Conference,6.91
Iona,71.00,34.00,40.70,28.10,61.10,0.46,9.50,24.90,0.38,13.60,18.40,0.74,11.60,17.30,8.10,24.70,32.80,15.90,6.70,3.00,79.40,139.00,0.57,0.54,158.20,24.00,70.00,47.50,56.60,14.30,9.20,7.60,1.30,57.70,108.40,104.40,3.90,2491.70,72.00,173.00,11.00,0.00,1.00,0.00,0.00,1.00,0.00,101.00,2.90,0.00,1.57,1.40,0.60,0.22,20.00,14.00,0.59,2018.00,Great West Conference,-0.36
Iowa,65.00,33.00,40.30,28.70,59.80,0.48,7.60,20.40,0.38,14.70,21.20,0.70,13.30,16.60,11.50,25.80,37.20,18.20,5.20,4.00,79.70,187.00,0.57,0.54,154.90,33.80,72.80,53.70,63.60,16.00,7.20,10.20,1.30,63.10,110.70,109.30,1.40,2376.50,71.50,99.00,16.00,1.00,0.00,0.00,0.00,1.00,1.00,104.00,1.00,0.00,1.64,1.40,0.40,0.25,14.00,19.00,0.42,2018.00,Great West Conference,0.30
Iowa State,243.00,31.00,40.30,26.40,60.30,0.44,7.50,21.10,0.36,12.60,18.00,0.70,11.90,16.40,10.20,25.20,35.40,13.60,4.80,4.20,72.80,265.00,0.53,0.50,149.50,28.40,70.30,49.40,51.80,14.70,6.80,11.10,1.20,52.00,102.80,106.50,-3.70,2197.10,70.30,60.00,20.00,0.00,0.00,0.00,0.00,0.00,1.00,104.00,-2.60,0.00,1.52,1.10,0.40,0.21,13.00,18.00,0.42,2018.00,Great West Conference,0.32
IUPUI,363.00,30.00,40.20,24.40,57.40,0.42,7.10,20.00,0.36,12.40,18.60,0.67,14.20,18.70,10.80,21.70,32.50,12.80,6.80,3.40,68.20,296.00,0.52,0.49,144.50,30.90,71.30,49.70,52.70,17.70,9.80,10.20,1.20,44.50,98.00,104.40,-6.40,2088.10,69.30,331.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,87.00,-4.40,0.00,1.53,0.90,0.50,0.22,11.00,19.00,0.37,2018.00,Great West Conference,0.54
Jackson State,471.00,32.00,40.50,22.30,60.00,0.37,7.40,22.60,0.33,10.20,15.50,0.65,11.60,20.30,11.90,21.00,32.90,10.90,7.30,2.80,62.20,318.00,0.46,0.43,135.40,30.50,69.80,47.60,49.00,14.60,11.00,8.80,1.00,37.90,93.10,101.00,-7.90,2138.80,66.10,210.00,9.00,1.00,0.00,0.00,0.00,5.00,0.00,85.00,-5.30,0.00,1.49,0.90,0.60,0.17,12.00,20.00,0.38,2018.00,Great West Conference,0.51
Jacksonville,240.00,33.00,40.80,27.20,60.40,0.45,6.10,18.20,0.34,12.40,18.80,0.66,14.40,16.20,9.70,25.40,35.00,12.60,6.80,3.40,72.90,258.00,0.53,0.50,144.40,27.20,72.10,49.50,46.30,17.20,9.20,8.90,1.20,48.60,98.20,101.40,-3.10,2448.30,72.80,69.00,19.00,1.00,0.00,0.00,0.00,2.00,0.00,106.00,-2.30,0.00,1.46,0.90,0.50,0.21,15.00,18.00,0.46,2018.00,Great West Conference,0.18
Jacksonville State,272.00,36.00,40.30,26.50,58.10,0.46,5.90,18.10,0.33,13.00,18.20,0.71,13.00,17.30,10.90,25.90,36.80,15.10,6.10,4.90,71.90,81.00,0.54,0.51,149.30,32.70,73.80,53.80,56.80,16.30,8.90,14.90,1.20,55.70,104.70,95.90,8.80,2471.50,68.20,34.00,22.00,1.00,0.00,0.00,0.00,1.00,3.00,100.00,6.10,0.00,1.57,1.20,0.50,0.22,23.00,13.00,0.64,2018.00,Great West Conference,-0.57
James Madison,225.00,32.00,40.90,25.40,60.40,0.42,7.20,21.70,0.33,15.20,20.80,0.73,12.00,20.90,10.60,24.00,34.60,12.10,7.10,3.20,73.20,260.00,0.52,0.48,148.10,28.90,72.00,49.40,47.80,14.50,10.00,9.50,1.20,47.60,102.30,105.40,-3.20,2289.30,69.90,269.00,7.00,0.00,0.00,0.00,0.00,2.00,0.00,105.00,-2.30,0.00,1.48,1.00,0.60,0.25,10.00,22.00,0.31,2018.00,Great West Conference,0.79
Jamestown (ND),603.00,1.00,40.00,21.00,65.00,0.32,4.00,24.00,0.17,4.00,6.00,0.67,15.00,17.00,8.00,17.00,25.00,7.00,7.00,2.00,50.00,627.00,0.37,0.35,115.60,17.80,70.80,36.20,33.30,18.10,9.50,5.90,0.80,12.20,67.20,133.10,-65.90,74.40,74.40,534.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,-49.00,0.00,1.33,0.50,0.50,0.06,0.00,1.00,0.00,2018.00,Great West Conference,6.91
Jarvis Christian,236.00,2.00,40.00,26.00,57.50,0.45,9.50,27.50,0.35,11.50,19.50,0.59,18.50,19.00,7.00,22.00,29.00,10.50,6.50,1.00,73.00,507.00,0.55,0.54,138.70,19.70,59.50,40.00,40.40,21.70,8.10,2.10,1.30,36.10,92.40,134.80,-42.40,158.00,79.00,658.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,80.00,-33.50,0.00,1.40,0.60,0.40,0.20,0.00,2.00,0.00,2018.00,Great West Conference,6.91
